Course Code,Section Code,Section Display Name,Est. Enroll.,ISBN,Title,Author,Publisher,Date,Edition,Required?,Supplier,Link,OK to Use Newer Edition?,OK to Use Older Edition?,Section Status,Submitted By
ENGL 3660,601,Helena Feder,25,978-0-374-28000-0,We Are the Weather : Saving the Planet Begins at Breakfast,"Foer, Jonathan Safran","Farrar, Straus & Giroux",9/17/2019,,required,,,*,,Approved,Helena Feder
ENGL 3850,601,Angela Raper,18,978-0-385-48001-7,Bird By Bird,"Lamott, Anne",Rh,9/1/1995,,required,,,*,*,Approved,Angela Raper
ENGL 3850,601,Angela Raper,18,978-0-393-35235-1,Flash! : The Art of Writing the Very Short Story,"Dufresne, John","Norton & Company, Incorporated, W. W.",2/13/2018,,required,,,*,*,Approved,Angela Raper
ENGL 3875,601,Nicole Caswell,25,978-1-107-46211-3,The Rise of Writing : Redefining Mass Literacy,"Brandt, Deborah",Cambridge University Press,11/22/2014,,required,,,,,Approved,Nicole Caswell
ENGL 3880,603,Christy Hallberg,100,978-0-13-431905-6,Excellence in Business Communication,"Thill, John V., Bovee, Courtland L., Thill, John, and Bovee, Courtland",Pearson Education,1/6/2016,12,required,,,,,Approved,Christy Hallberg
ENGL 3880,604,Christy Hallberg,100,978-0-13-431905-6,Excellence in Business Communication,"Thill, John V., Bovee, Courtland L., Thill, John, and Bovee, Courtland",Pearson Education,1/6/2016,12,required,,,,,Approved,Christy Hallberg
ENGL 3880,605,Christy Hallberg,100,978-0-13-431905-6,Excellence in Business Communication,"Thill, John V., Bovee, Courtland L., Thill, John, and Bovee, Courtland",Pearson Education,1/6/2016,12,required,,,,,Approved,Christy Hallberg
ENGL 3880,606,Christy Hallberg,100,978-0-13-431905-6,Excellence in Business Communication,"Thill, John V., Bovee, Courtland L., Thill, John, and Bovee, Courtland",Pearson Education,1/6/2016,12,required,,,,,Approved,Christy Hallberg
ENGL 3880,616,Kimberly Thompson,25,978-1-68036-556-6,Writing In Professional Contexts,Eble,Fountainhead Press,1/1/2017,4,required,,,*,,Approved,Kimberly Thompson
ENGL 3880,617,Kimberly Thompson,25,978-1-68036-556-6,Writing In Professional Contexts,Eble,Fountainhead Press,1/1/2017,4,required,,,*,,Approved,Kimberly Thompson
ENGL 3880,618,Kimberly Thompson,25,978-1-68036-556-6,Writing In Professional Contexts,Eble,Fountainhead Press,1/1/2017,4,required,,,*,,Approved,Kimberly Thompson
ENGL 4230,601,Margaret Bauer,15,978-1-950564-06-4,Even As We Breathe : A Novel,"Clapsaddle, Annette Saunooke",University Press of Kentucky,9/8/2020,,required,,,*,*,Approved,Margaret Bauer
ENGL 4230,601,Margaret Bauer,15,978-0-385-52613-5,Gravesend Light : A Novel,"Payne, David",Knopf Doubleday Publishing Group,8/1/2000,,required,,,*,*,Approved,Margaret Bauer
ENGL 4230,601,Margaret Bauer,15,978-0-684-82991-3,Winter Birds : A Novel,"Grimsley, Jim",Touchstone,1/30/1997,,required,,,*,*,Approved,Margaret Bauer
ENGL 4230,601,Margaret Bauer,15,978-1-883285-27-2,Virginia Lovers,"Parker, Michael",HarperCollins Publishers,9/6/2005,,required,,,*,*,Approved,Margaret Bauer
ENGL 4230,601,Margaret Bauer,15,978-1-61620-322-1,Life after Life : A Novel,"McCorkle, Jill",Algonquin Books of Chapel Hill,11/5/2013,,required,,,*,*,Approved,Margaret Bauer
ENGL 4230,601,Margaret Bauer,15,978-0-399-17311-0,The Weight of This World,"Joy, David",Penguin Publishing Group,3/7/2017,,required,,,,,Approved,Margaret Bauer
ENGL 4230,601,Margaret Bauer,15,978-1-63557-528-6,In West Mills,"Winslow, De'Shawn Charles",Bloomsbury Publishing USA,6/16/2020,,required,,,,,Approved,Margaret Bauer
ENGL 4850,601,J Whisnant,18,978-0-393-32581-2,Lie That Tells a Truth,"Dufresne, John","Norton & Company, Incorporated, W. W.",8/17/2004,,required,,,,,Approved,J Whisnant
ENGL 6250,601,Margaret Bauer,10,978-1-950564-06-4,Even As We Breathe : A Novel,"Clapsaddle, Annette Saunooke",University Press of Kentucky,9/8/2020,,required,,,*,*,Approved,Margaret Bauer
ENGL 6250,601,Margaret Bauer,10,978-0-385-52613-5,Gravesend Light : A Novel,"Payne, David",Knopf Doubleday Publishing Group,8/1/2000,,required,,,*,*,Approved,Margaret Bauer
ENGL 6250,601,Margaret Bauer,10,978-0-684-82991-3,Winter Birds : A Novel,"Grimsley, Jim",Touchstone,1/30/1997,,required,,,*,*,Approved,Margaret Bauer
ENGL 6250,601,Margaret Bauer,10,978-1-883285-27-2,Virginia Lovers,"Parker, Michael",HarperCollins Publishers,9/6/2005,,required,,,*,*,Approved,Margaret Bauer
ENGL 6250,601,Margaret Bauer,10,978-1-61620-322-1,Life after Life : A Novel,"McCorkle, Jill",Algonquin Books of Chapel Hill,11/5/2013,,required,,,*,*,Approved,Margaret Bauer
ENGL 6250,601,Margaret Bauer,10,978-0-399-17311-0,The Weight of This World,"Joy, David",Penguin Publishing Group,3/7/2017,,required,,,,,Approved,Margaret Bauer
ENGL 6250,601,Margaret Bauer,10,978-1-63557-528-6,In West Mills,"Winslow, De'Shawn Charles",Bloomsbury Publishing USA,6/16/2020,,required,,,,,Approved,Margaret Bauer
ENGL 6345,601,Richard Taylor,15,978-0-06-052970-3,Everything Is Illuminated,"Foer, Jonathan Safran",Harp,4/1/2003,,required,,,*,*,Approved,Richard Taylor
ENGL 6345,601,Richard Taylor,15,978-0-375-84220-7,Book Thief,"Zusak, Markus",Rh,9/11/2007,,required,,,*,*,Approved,Richard Taylor
ENGL 6345,601,Richard Taylor,15,978-0-374-50484-7,Assistant (with New Intro),"Malamud, Bernard",Fsg,7/7/2003,,required,,,*,*,Approved,Richard Taylor
ENGL 6345,601,Richard Taylor,15,978-0-449-24146-2,In My Father's Court,"Singer, Isaac Bashevis",Random House Publishing Group,8/12/1979,,required,,,*,*,Approved,Richard Taylor
ENGL 6345,601,Richard Taylor,15,978-0-618-50928-7,The Plot Against America,"Roth, Philip",Houghton Mifflin Harcourt Publishing Company,10/5/2004,,required,,,*,*,Approved,Richard Taylor
ENGL 6345,601,Richard Taylor,15,978-0-312-28299-8,The Amazing Adventures of Kavalier and Clay,"Chabon, Michael",Picador,8/25/2001,,required,,,*,*,Approved,Richard Taylor
ENGL 6345,601,Richard Taylor,15,978-1-60819-611-1,The Finkler Question,"Jacobson, Howard",Bloomsbury Publishing USA,10/12/2010,,required,,,*,*,Approved,Richard Taylor
ENGL 6345,601,Richard Taylor,15,978-0-393-32526-3,In the Image,"Horn, Dara","Norton & Company, Incorporated, W. W.",9/17/2003,,required,,,*,*,Approved,Richard Taylor
ENGL 6345,601,Richard Taylor,15,978-1-250-06799-9,The Red Tent - 20th Anniversary Edition : A Novel,"Diamant, Anita",St. Martin's Press,11/25/2014,20,required,,,*,*,Approved,Richard Taylor
ENGL 6345,601,Richard Taylor,15,978-1-5011-9966-0,Disobedience : A Novel,"Alderman, Naomi",Touchstone,3/6/2018,,required,,,*,*,Approved,Richard Taylor
ENGL 6345,601,Richard Taylor,15,978-0-374-50592-9,In My Father's Court,"Singer, Isaac Bashevis","Farrar, Straus & Giroux",10/1/1991,,required,,,,,Approved,Richard Taylor
ENGL 6370,601,Seodial Deena,,978-0-582-64264-5,Lonely Londoners,"Selvon, Samuel",Pear,1/1/1989,,required,,,,,Approved,
ENGL 6370,601,Seodial Deena,,978-0-375-70717-9,Mimic Men (trade Ed),"Naipaul, V. S.",Rh,8/14/2001,,required,,,,,Approved,
ENGL 6370,601,Seodial Deena,,978-0-374-52350-3,Omeros,"Walcott, Derek",Fsg,6/1/1992,,required,,,,,Approved,
ENGL 6370,601,Seodial Deena,,978-0-345-38143-9,Dreaming In Cuban,"Garcia, Cristina",Rh,2/10/1993,,required,,,,,Approved,
ENGL 6370,601,Seodial Deena,,978-0-8204-6222-6,Situating Caribbean Literature & Criticism Etc,"Deena, Seodial Frank H.",Plang,12/30/2008,,required,,,,,Approved,
ENGL 6370,601,Seodial Deena,,978-0-8400-3303-1,Palace of the Peacock,Harris,Ecurc,,,required,,,,,Approved,
ENGL 6370,601,Seodial Deena,,978-0-393-35256-6,Wide Sargasso Sea,"Rhys, Jean and Danticat, Edwidge","Norton & Company, Incorporated, W. W.",1/25/2016,,required,,,,,Approved,
ENGL 6370,601,Seodial Deena,,978-0-374-53187-4,The Autobiography of My Mother : A Novel,"Kincaid, Jamaica","Farrar, Straus & Giroux",5/7/2013,,required,,,,,Approved,
ENGL 6370,601,Seodial Deena,,978-1-4786-2941-2,Beka Lamb,"Edgell, Zee","Waveland Press, Incorporated",7/1/2015,,required,,,,,Approved,
ENGL 6525,601,Michael Aceto,5,978-0-8133-5060-8,"Language, Culture, and Society : An Introduction to Linguistic Anthropology","Stanlaw, James, Adachi, Nobuko, and Salzmann, Zdenek",Routledge,7/25/2017,7,required,,,*,*,Approved,Michael Aceto
ENGL 6530,601,Michael Aceto,10,978-1-316-60675-9,The Study of Language,"Yule, George",Cambridge University Press,10/27/2016,6,required,,,*,*,Approved,Michael Aceto
ENGL 6531,601,Mark Johnson,,978-0-19-442360-1,Techniques and Principles in Language Teaching,"Larsen-Freeman, Diane and Anderson, Marti","Oxford University Press, Incorporated",5/12/2011,3,required,,,,,Approved,Mark Johnson
ENGL 6531,601,Mark Johnson,,978-0-13-392585-2,Teaching by Principles : An Interactive Approach to Language Pedagogy,"Brown, H. Douglas and Lee, Heekyeong",Pearson Education,3/11/2015,4,required,,,,,Approved,Mark Johnson
ENGL 6700,601,Guiseppe Getto,15,978-1-138-80464-7,"White Space Is Not Your Enemy : A Beginner's Guide to Communicating Visually Through Graphic, Web and Multimedia Design","Golombisky, Kim and Hagen, Rebecca","A K Peters, Limited",10/3/2016,3,required,,,,,Approved,Guiseppe Getto
ENGL 6700,601,Guiseppe Getto,15,978-1-5006-1599-4,How to Make Sense of Any Mess : Information Architecture for Everybody,"Covert, Abby",CreateSpace Independent Publishing Platform,11/4/2014,,required,,,,,Approved,Guiseppe Getto
ENGL 6850,601,J Whisnant,18,978-0-393-32581-2,Lie That Tells a Truth,"Dufresne, John","Norton & Company, Incorporated, W. W.",8/17/2004,,required,,,,,Approved,J Whisnant
ENGL 7350,601,Seodial Deena,15,978-0-7868-8515-2,Desirable Daughters,"Mukherjee, Bharati",Hyper,3/12/2003,,required,,,*,*,Approved,Seodial Deena
ENGL 7350,601,Seodial Deena,15,978-0-374-53016-7,Prodigal,"Walcott, Derek",Fsg,3/21/2006,,required,,,*,*,Approved,Seodial Deena
ENGL 7350,601,Seodial Deena,15,978-0-375-70727-8,Magic Seeds,"Naipaul, V. S.",Rh,11/8/2005,,required,,,*,*,Approved,Seodial Deena
ENGL 7350,601,Seodial Deena,15,978-0-8129-6903-0,Midnight's Children,"Rushdie, Salman and Supple, Tim",Rh,2/18/2003,,required,,,,,Approved,Seodial Deena
ENGL 7350,601,Seodial Deena,15,978-1-4000-7984-1,Foreigners,"Phillips, Caryl",Rh,11/11/2008,,required,,,*,*,Approved,Seodial Deena
ENGL 7350,601,Seodial Deena,15,978-0-15-603402-9,Reluctant Fundamentalist,"Hamid, Mohsin",Hmtrd,4/14/2008,,required,,,*,*,Approved,Seodial Deena
ENGL 7350,601,Seodial Deena,15,978-0-14-200142-4,Pickup,"Gordimer, Nadine",Vp,9/24/2002,,required,,,*,*,Approved,Seodial Deena
ENGL 7350,601,Seodial Deena,15,978-0-385-47454-2,Things Fall Apart,"Achebe, Chinua",Rh,9/1/1994,,required,,,*,*,Approved,Seodial Deena
ENGL 7350,601,Seodial Deena,15,978-0-618-48522-2,The Namesake,"Lahiri, Jhumpa",Houghton Mifflin Harcourt Publishing Company,9/1/2004,,required,,,*,*,Approved,Seodial Deena
ENGL 7615,601,Wendy Sharer,,978-1-138-22367-7,The History and Theory of Rhetoric : An Introduction,"Herrick, James A.",Routledge,9/26/2017,6,required,,,,,Approved,Wendy Sharer
ENGL 7702,601,Erin Frost,15,978-0-8153-5927-2,Becoming a Writing Researcher,"Blakeslee, Ann M. and Fleischer, Cathy",Routledge,7/16/2019,2,required,,,,,Approved,Erin Frost
ENGL 7790,601,Erin Frost,15,978-1-60732-757-8,Key Theoretical Frameworks : Teaching Technical Communication in the Twenty-First Century,,University Press of Colorado,10/30/2018,,required,,,,,Approved,Erin Frost
ENGL 7790,601,Erin Frost,15,978-0-367-18847-4,Technical Communication after the Social Justice Turn,"Walton, Rebecca, Moore, Kristen, and Jones, Natasha",Routledge,6/5/2019,,required,,,,,Approved,Erin Frost
ENGR 1012,1,,,978-1-260-11330-3,Introduction to Solid Modeling Using SOLIDWORKS 2019,"Howard, William E. and Musto, Joseph",McGraw-Hill Education,6/7/2019,15,choice,,,*,*,Approved,
ENGR 1012,1,,,978-1-260-25413-6,Intro Solid Mdl Using Solidworks 2020,"Howard, William E. and Musto, Joseph",McGraw-Hill Education,6/5/2020,16,choice,,,,*,Approved,
ENGR 2050,1,,,978-1-260-58875-0,Engineering Computations : An Introduction Using MATLAB and Excel,"Musto, Joseph C., Williams, Richard, and Howard, William E.","McGraw-Hill Companies, The",2/1/2020,,required,,,,,Approved,Kurabachew Duba
ENGR 2050,3,,,978-1-260-58875-0,Engineering Computations : An Introduction Using MATLAB and Excel,"Musto, Joseph C., Williams, Richard, and Howard, William E.","McGraw-Hill Companies, The",2/1/2020,,required,,,,,Approved,Kurabachew Duba
ENGR 2514,1,,40,978-0-07-802822-9,Fundamentals of Electric Circuits,"Alexander, Charles, Sadiku, Matthew, and Alexander, Charles K.",McGraw-Hill Education,1/13/2016,6,required,,,*,*,Approved,Faete Filho
ENGR 2514,2,,40,978-0-07-802822-9,Fundamentals of Electric Circuits,"Alexander, Charles, Sadiku, Matthew, and Alexander, Charles K.",McGraw-Hill Education,1/13/2016,6,required,,,*,*,Approved,Faete Filho
ENGR 3000,1,,75,978-1-259-66609-4,Project Management: the Managerial Process,"Gray, Clifford F. and Larson, Erik W.",McGraw-Hill Education,2/7/2017,7,choice,,,,,Approved,Michael Borer
ENGR 3000,1,,75,978-1-260-94279-8,Project Management: Managerial Process (7ED) E-Txt,Larson/Gray,McGraw Hill,1/1/2017,7th,choice,,,,,Approved,Michael Borer
ENGR 3000,1,,75,978-1-260-15190-9,Loose Leaf for Project Management: the Managerial Process 7e,"Larson, Erik and Larson, Erik W.",McGraw-Hill Education,2/3/2017,7,choice,,,,,Approved,Michael Borer
ENGR 3000,2,,75,978-1-259-66609-4,Project Management: the Managerial Process,"Gray, Clifford F. and Larson, Erik W.",McGraw-Hill Education,2/7/2017,7,choice,,,,,Approved,Michael Borer
ENGR 3000,2,,75,978-1-260-94279-8,Project Management: Managerial Process (7ED) E-Txt,Larson/Gray,McGraw Hill,1/1/2017,7th,choice,,,,,Approved,Michael Borer
ENGR 3000,2,,75,978-1-260-15190-9,Loose Leaf for Project Management: the Managerial Process 7e,"Larson, Erik and Larson, Erik W.",McGraw-Hill Education,2/3/2017,7,choice,,,,,Approved,Michael Borer
ENGR 3024,1,,64,978-0-13-431965-0,Mechanics of Materials,"Hibbeler, Russell C. and Hibbeler, Russell",Pearson Education,1/5/2016,10,choice,,,*,*,Approved,Suranga Gunerathne
ENGR 3024,2,,64,978-0-13-431965-0,Mechanics of Materials,"Hibbeler, Russell C. and Hibbeler, Russell",Pearson Education,1/5/2016,10,choice,,,*,*,Approved,Suranga Gunerathne
ENGR 3024,3,,64,978-0-13-431965-0,Mechanics of Materials,"Hibbeler, Russell C. and Hibbeler, Russell",Pearson Education,1/5/2016,10,choice,,,*,*,Approved,Suranga Gunerathne
ENGR 3800,1,,,978-1-118-53971-2,Applied Statistics and Probability for Engineers,"Montgomery, Douglas C. and Runger, George C.","Wiley & Sons, Incorporated, John",11/19/2013,6,required,,,*,*,Approved,Byungjoon Kim
ENGR 3800,2,,,978-1-118-53971-2,Applied Statistics and Probability for Engineers,"Montgomery, Douglas C. and Runger, George C.","Wiley & Sons, Incorporated, John",11/19/2013,6,choice,,,*,,Approved,Jinkun Lee
ENGR 3800,2,,,978-1-119-74635-5,Applied Statistics and Probability for Engineers,"Montgomery, Douglas C. and Runger, George C.","Wiley & Sons, Incorporated, John",7/8/2020,7,required,,,,*,Approved,Jinkun Lee
ENGR 3800,3,,,978-1-118-53971-2,Applied Statistics and Probability for Engineers,"Montgomery, Douglas C. and Runger, George C.","Wiley & Sons, Incorporated, John",11/19/2013,6,required,,,*,*,Approved,Byungjoon Kim
ENGR 4010,1,,30,978-1-118-32458-5,Engineering Design : A Project-Based Introduction,"Dym, Clive L., Orwin, Elizabeth, and Little, Patrick","Wiley & Sons, Incorporated, John",10/28/2013,4,required,,,*,*,Approved,Brian Sylcott
ENTR 3500,1,Corey Pulido,120,978-1-118-96805-5,Value Proposition Design : How to Create Products and Services Customers Want,"Osterwalder, Alexander, Bernarda, Gregory, Pigneur, Yves, and Smith, Alan","Wiley & Sons, Incorporated, John",10/20/2014,,required,,,*,*,Approved,Corey Pulido
ENTR 3500,4,Corey Pulido,120,978-1-118-96805-5,Value Proposition Design : How to Create Products and Services Customers Want,"Osterwalder, Alexander, Bernarda, Gregory, Pigneur, Yves, and Smith, Alan","Wiley & Sons, Incorporated, John",10/20/2014,,required,,,*,*,Approved,Corey Pulido
ENTR 3500,602,Corey Pulido,120,978-1-118-96805-5,Value Proposition Design : How to Create Products and Services Customers Want,"Osterwalder, Alexander, Bernarda, Gregory, Pigneur, Yves, and Smith, Alan","Wiley & Sons, Incorporated, John",10/20/2014,,required,,,*,*,Approved,Corey Pulido
ENTR 4500,1,Corey Pulido,30,978-0-470-87641-1,Business Model Generation,"Pigneur, Yves and Osterwalder, Alexander",Wiley,7/13/2010,,required,,,*,*,Approved,Corey Pulido
ENTR 4500,601,Corey Pulido,30,978-0-470-87641-1,Business Model Generation,"Pigneur, Yves and Osterwalder, Alexander",Wiley,7/13/2010,,required,,,*,*,Approved,Corey Pulido
FACS 4317,601,,12,978-0-07-822616-8,Creative Instruction Methods For Family Etc,"Chamberlain, Valerie M., Cummings, Merrilyn N., McGraw-Hill Education Staff, and McGraw-Hill Education Editors",Mcgia,6/20/2002,,required,,,,*,Approved,Cheryl Johnson
FACS 4317,602,Cheryl Johnson,15,978-0-07-822616-8,Creative Instruction Methods For Family Etc,"Chamberlain, Valerie M., Cummings, Merrilyn N., McGraw-Hill Education Staff, and McGraw-Hill Education Editors",Mcgia,6/20/2002,,required,,,,*,Approved,Cheryl Johnson
FINA 1904,3,Mark Weitzel,600,13978013380656-4,Revel Personal Finance Experience,Pratt,Pearson,,1,required,,,,,Approved,Mark Weitzel
FINA 1904,601,Mark Weitzel,600,13978013380656-4,Revel Personal Finance Experience,Pratt,Pearson,,1,required,,,,,Approved,Mark Weitzel
FINA 1904,602,Mark Weitzel,600,13978013380656-4,Revel Personal Finance Experience,Pratt,Pearson,,1,required,,,,,Approved,Mark Weitzel
FINA 2244,601,Christina Futrell,88,978-1-337-09549-5,The Legal Environment of Business,"Meiners, Roger E., Ringleb, Al H., and Edwards, Frances L.",Cengage Learning,1/1/2017,13,required,,,*,*,Approved,Christina Futrell
FINA 2244,602,Christina Futrell,88,978-1-337-09549-5,The Legal Environment of Business,"Meiners, Roger E., Ringleb, Al H., and Edwards, Frances L.",Cengage Learning,1/1/2017,13,required,,,*,*,Approved,Christina Futrell
FINA 2244,603,Christina Futrell,88,978-1-337-09549-5,The Legal Environment of Business,"Meiners, Roger E., Ringleb, Al H., and Edwards, Frances L.",Cengage Learning,1/1/2017,13,required,,,*,*,Approved,Christina Futrell
FINA 2244,607,Nancy Ray,,978-1-337-09549-5,The Legal Environment of Business,"Meiners, Roger E., Ringleb, Al H., and Edwards, Frances L.",Cengage Learning,1/1/2017,13,required,,,,,Approved,Nancy Ray
FINA 2244,608,Nancy Ray,,978-1-337-09549-5,The Legal Environment of Business,"Meiners, Roger E., Ringleb, Al H., and Edwards, Frances L.",Cengage Learning,1/1/2017,13,required,,,,,Approved,Nancy Ray
FINA 2244,609,Wanda Naylor,150,978-1-337-09549-5,The Legal Environment of Business,"Meiners, Roger E., Ringleb, Al H., and Edwards, Frances L.",Cengage Learning,1/1/2017,13,choice,,,,,Approved,Wanda Naylor
FINA 2244,610,Wanda Naylor,150,978-1-337-09549-5,The Legal Environment of Business,"Meiners, Roger E., Ringleb, Al H., and Edwards, Frances L.",Cengage Learning,1/1/2017,13,choice,,,,,Approved,Wanda Naylor
FINA 2244,611,Wanda Naylor,150,978-1-337-09549-5,The Legal Environment of Business,"Meiners, Roger E., Ringleb, Al H., and Edwards, Frances L.",Cengage Learning,1/1/2017,13,choice,,,,,Approved,Wanda Naylor
FINA 3500,601,Stan Eakins,50,978-1-4534-0118-7,See Instructor For Course Materials ,Staff,,,,required,,,,,Approved,Stan Eakins
FINA 3554,601,Wanda Naylor,35,978-1-4754-2173-6,Real Estate Principles,"Floyd, Charles F. and Allen, Marcus T.",Kaplan Publishing,1/1/2014,,required,,,*,*,Approved,Wanda Naylor
FINA 3724,608,Trung Nguyen,50,978-1-260-39470-2,Essentials of Corporate (instant access),Ross,McGraw Hill,1/1/2019,10,choice,,,,,Approved,Trung Nguyen
FINA 3724,609,Trung Nguyen,50,978-1-260-39470-2,Essentials of Corporate (instant access),Ross,McGraw Hill,1/1/2019,10,choice,,,,,Approved,Trung Nguyen
FINA 3824,601,Oneil Harris,,978-0-07-786170-4,Fundamentals of Corporate Finance,"Westerfield, Randolph W., Ross, Stephen A., and Jordan, Bradford D.",McGraw-Hill Education,2/6/2015,11,required,,,,,Approved,Oneil Harris
FINA 3824,602,Oneil Harris,,978-0-07-786170-4,Fundamentals of Corporate Finance,"Westerfield, Randolph W., Ross, Stephen A., and Jordan, Bradford D.",McGraw-Hill Education,2/6/2015,11,required,,,,,Approved,Oneil Harris
FINA 6214,601,Nancy Ray,50,978-1-337-09549-5,The Legal Environment of Business,"Meiners, Roger E., Ringleb, Al H., and Edwards, Frances L.",Cengage Learning,1/1/2017,13,required,,,,,Approved,Nancy Ray
FINA 6624,601,Thanh Ngo,25,978-1-259-35266-9,Investments-Connect Access w/E-Book,Bodie,McGraw Hill,1/1/2018,11,required,,,,,Approved,Thanh Ngo
FINA 6874,601,Oneil Harris,,978-0-13-299334-0,Fundamentals of Futures and Options Markets,"Hull, John C.",Pearson Education,1/4/2013,8,recommended,,,,,Approved,Oneil Harris
FORL 2220,601,Justin Wilmes,,978-0-14-018585-0,We,"Zamyatin, Yevgeny",Penguin Publishing Group,8/1/1993,,required,,,,,Approved,Justin Wilmes
FORL 2665,601,Javier Lorenzo,40,978-0-06-093434-7,Don Quixote (new Trans Grossman),"Cervantes, Miguel de and Grossman, Edith",Harp,4/26/2005,,required,,,*,*,Approved,Javier Lorenzo
FREN 1001,603,,,978-1-337-73946-7,Atelier,"Jansma, Kim, Kassen, Margaret Ann, and Laurence Denie-Higney, Laurence",Cengage Heinle,1/1/2018,,choice,,,,,Approved,Marylaura Papalas
FREN 1001,601,Larkin Murphy,,978-1-337-73946-7,Atelier,"Jansma, Kim, Kassen, Margaret Ann, and Laurence Denie-Higney, Laurence",Cengage Heinle,1/1/2018,,choice,,,,,Approved,Marylaura Papalas
FREN 1001,602,Larkin Murphy,,978-1-337-73946-7,Atelier,"Jansma, Kim, Kassen, Margaret Ann, and Laurence Denie-Higney, Laurence",Cengage Heinle,1/1/2018,,choice,,,,,Approved,Marylaura Papalas
FREN 1002,603,Debra Rush,,978-1-337-73946-7,Atelier,"Jansma, Kim, Kassen, Margaret Ann, and Laurence Denie-Higney, Laurence",Cengage Heinle,1/1/2018,,choice,,,,,Approved,Marylaura Papalas
FREN 1002,601,Nicolas Medevielle,,978-1-337-73946-7,Atelier,"Jansma, Kim, Kassen, Margaret Ann, and Laurence Denie-Higney, Laurence",Cengage Heinle,1/1/2018,,choice,,,,,Approved,Marylaura Papalas
FREN 1002,602,Nicolas Medevielle,,978-1-337-73946-7,Atelier,"Jansma, Kim, Kassen, Margaret Ann, and Laurence Denie-Higney, Laurence",Cengage Heinle,1/1/2018,,choice,,,,,Approved,Marylaura Papalas
FREN 2003,601,Nicolas Medevielle,,978-0-357-03486-6,Encore Intermediate French : Niveau Intermediaire,"Wong, Wynne, Weber-Feve, Stacey, Lair, Anne, and VanPatten, Bill",Cengage Learning,7/8/2019,2,required,,,,,Approved,Marylaura Papalas
FREN 2004,602,,25,978-1-68005-656-3,Espaces - Digital Only,Mitchell; Tanno,,,,required,,,,,Approved,Marylaura Papalas
FREN 2004,602,,25,978-1-4534-0319-8,Exam Voucher + Online Proctor (fren 2004),AAPL,,,,required,,,,,Approved,Marylaura Papalas
FREN 2004,601,Larkin Murphy,25,978-1-68005-656-3,Espaces - Digital Only,Mitchell; Tanno,,,,required,,,,,Approved,Marylaura Papalas
FREN 2004,601,Larkin Murphy,25,978-1-4534-0319-8,Exam Voucher + Online Proctor (fren 2004),AAPL,,,,required,,,,,Approved,Marylaura Papalas
FREN 3222,601,Debra Rush,15,978-1-4534-0319-8,Aappl Exam Voucher + Online Proctor,AAPPL,Aappl,,,required,,,,,Approved,Debra Rush
FREN 3222,601,Debra Rush,15,978-1-305-58028-2,Taches D'encre : French Composition,"Siskin, H. Jay, Fauvel, Maryse, Krueger, Cheryl, Krueger, Cheryl L., and Person, Scott",Cengage Heinle,1/1/2016,4,required,,,,,Approved,Debra Rush
GEOG 1000,602,Scott Wade,120,978-1-259-57000-1,Introduction to Geography,"Getis, Bjelland, Getis, Victoria, Bjelland, Mark, and Getis, Arthur",McGraw-Hill Education,2/13/2017,15,choice,,,,,Approved,Scott Wade
GEOG 1000,602,Scott Wade,120,978-1-259-93683-8,Intro to Geography (e-bk) digital access,Getis,McGraw Hill,1/1/2017,15,choice,,,,,Approved,Scott Wade
GEOG 1300,602,Thomas Rickenbach,60,978-1-305-62845-8,Essentials of Meteorology : An Invitation to the Atmosphere,"Ahrens, C. Donald and Henson, Robert",Brooks/Cole,1/1/2017,8,recommended,,,*,*,Approved,Thomas Rickenbach
GEOG 4340,601,Yoo Min Park,15,978-1-58948-372-9,GIS Tutorial for Health : Fifth Edition,"Kurland, Kristen S. and Gorr, Wilpen L.","ESRI, Incorporated",7/8/2014,5,required,,,*,,Approved,Yoo Min Park
GEOG 4340,601,Yoo Min Park,15,978-1-60918-750-7,"GIS and Public Health, Second Edition","Cromley, Ellen K. and McLafferty, Sara L.",Guilford Publications,9/20/2011,2,required,,,*,,Approved,Yoo Min Park
GEOG 6150,601,Yong Wang,10,978-1-4786-1119-6,An Introduction to Statistical Problem Solving in Geography,"McGrew, J. Chapman, Jr., Lembo, Arthur J., Jr., and Monroe, Charles B.","Waveland Press, Incorporated",4/1/2014,3,required,,,*,,Approved,Yong Wang
GEOG 6150,601,Yong Wang,10,978-1-5029-8229-2,Workbook for Statistical Problem Solving in Geography,"Lembo, Arthur",CreateSpace Independent Publishing Platform,10/24/2014,,required,,,*,*,Approved,Yong Wang
GEOG 6340,601,Yoo Min Park,15,978-1-58948-372-9,GIS Tutorial for Health : Fifth Edition,"Kurland, Kristen S. and Gorr, Wilpen L.","ESRI, Incorporated",7/8/2014,5,required,,,,,Approved,Yoo Min Park
GEOG 6340,601,Yoo Min Park,15,978-1-60918-750-7,"GIS and Public Health, Second Edition","Cromley, Ellen K. and McLafferty, Sara L.",Guilford Publications,9/20/2011,2,required,,,,,Approved,Yoo Min Park
GEOL 1550,602,Joy Moses-Hall,114,978-0-13-548722-8,Essentials of Oceanography (E-Bk Subscription),Alan P. Trujillo; Harold V. Thurman,Pearson,1/1/2020,13th,recommended,,,*,*,Approved,Joy Moses-Hall
